country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website
Kuwait,KWT,2020-12-29,,,,,1121.0,,,,262.0,Pfizer/BioNTech,Ministry of Health,https://news.kuwaittimes.net/website/compliance-or-lockdown-virus-here-to-stay-till-judgment-day/
Kuwait,KWT,2020-12-30,,,,,1121.0,,,,262.0,Pfizer/BioNTech,Ministry of Health,https://news.kuwaittimes.net/website/compliance-or-lockdown-virus-here-to-stay-till-judgment-day/
Kuwait,KWT,2020-12-31,,,,,1121.0,,,,262.0,Pfizer/BioNTech,Ministry of Health,https://news.kuwaittimes.net/website/compliance-or-lockdown-virus-here-to-stay-till-judgment-day/
Kuwait,KWT,2021-01-01,,,,,1121.0,,,,262.0,Pfizer/BioNTech,Ministry of Health,https://news.kuwaittimes.net/website/compliance-or-lockdown-virus-here-to-stay-till-judgment-day/
Kuwait,KWT,2021-01-02,,,,,1121.0,,,,262.0,Pfizer/BioNTech,Ministry of Health,https://news.kuwaittimes.net/website/compliance-or-lockdown-virus-here-to-stay-till-judgment-day/
Kuwait,KWT,2021-01-03,,,,,1121.0,,,,262.0,Pfizer/BioNTech,Ministry of Health,https://news.kuwaittimes.net/website/compliance-or-lockdown-virus-here-to-stay-till-judgment-day/
Kuwait,KWT,2021-01-04,,,,,1121.0,,,,262.0,Pfizer/BioNTech,Ministry of Health,https://news.kuwaittimes.net/website/compliance-or-lockdown-virus-here-to-stay-till-judgment-day/
Kuwait,KWT,2021-01-05,,,,,1121.0,,,,262.0,Pfizer/BioNTech,Ministry of Health,https://news.kuwaittimes.net/website/compliance-or-lockdown-virus-here-to-stay-till-judgment-day/
Kuwait,KWT,2021-01-06,,,,,1121.0,,,,262.0,Pfizer/BioNTech,Ministry of Health,https://news.kuwaittimes.net/website/compliance-or-lockdown-virus-here-to-stay-till-judgment-day/
Kuwait,KWT,2021-01-07,,,,,1121.0,,,,262.0,Pfizer/BioNTech,Ministry of Health,https://news.kuwaittimes.net/website/compliance-or-lockdown-virus-here-to-stay-till-judgment-day/
Kuwait,KWT,2021-01-08,,,,,1121.0,,,,262.0,Pfizer/BioNTech,Ministry of Health,https://news.kuwaittimes.net/website/compliance-or-lockdown-virus-here-to-stay-till-judgment-day/
Kuwait,KWT,2021-01-09,,,,,1121.0,,,,262.0,Pfizer/BioNTech,Ministry of Health,https://news.kuwaittimes.net/website/compliance-or-lockdown-virus-here-to-stay-till-judgment-day/
Kuwait,KWT,2021-01-10,,,,,1121.0,,,,262.0,Pfizer/BioNTech,Ministry of Health,https://news.kuwaittimes.net/website/compliance-or-lockdown-virus-here-to-stay-till-judgment-day/
Kuwait,KWT,2021-01-11,,,,,1121.0,,,,262.0,Pfizer/BioNTech,Ministry of Health,https://news.kuwaittimes.net/website/compliance-or-lockdown-virus-here-to-stay-till-judgment-day/
Kuwait,KWT,2021-01-12,,,,,1121.0,,,,262.0,Pfizer/BioNTech,Ministry of Health,https://news.kuwaittimes.net/website/compliance-or-lockdown-virus-here-to-stay-till-judgment-day/
Kuwait,KWT,2021-01-13,,,,,1121.0,,,,262.0,Pfizer/BioNTech,Ministry of Health,https://news.kuwaittimes.net/website/compliance-or-lockdown-virus-here-to-stay-till-judgment-day/
Kuwait,KWT,2021-01-14,,,,,1121.0,,,,262.0,Pfizer/BioNTech,Ministry of Health,https://news.kuwaittimes.net/website/compliance-or-lockdown-virus-here-to-stay-till-judgment-day/
Kuwait,KWT,2021-01-15,,,,,1121.0,,,,262.0,Pfizer/BioNTech,Ministry of Health,https://news.kuwaittimes.net/website/compliance-or-lockdown-virus-here-to-stay-till-judgment-day/
Kuwait,KWT,2021-01-16,,,,,1121.0,,,,262.0,Pfizer/BioNTech,Ministry of Health,https://news.kuwaittimes.net/website/compliance-or-lockdown-virus-here-to-stay-till-judgment-day/
Kuwait,KWT,2021-01-17,,,,,1121.0,,,,262.0,Pfizer/BioNTech,Ministry of Health,https://news.kuwaittimes.net/website/compliance-or-lockdown-virus-here-to-stay-till-judgment-day/
Kuwait,KWT,2021-01-18,,,,,1121.0,,,,262.0,Pfizer/BioNTech,Ministry of Health,https://news.kuwaittimes.net/website/compliance-or-lockdown-virus-here-to-stay-till-judgment-day/
Kuwait,KWT,2021-01-19,,,,,1121.0,,,,262.0,Pfizer/BioNTech,Ministry of Health,https://news.kuwaittimes.net/website/compliance-or-lockdown-virus-here-to-stay-till-judgment-day/
Kuwait,KWT,2021-01-20,,,,,1121.0,,,,262.0,Pfizer/BioNTech,Ministry of Health,https://news.kuwaittimes.net/website/compliance-or-lockdown-virus-here-to-stay-till-judgment-day/
Kuwait,KWT,2021-01-21,,,,,1121.0,,,,262.0,Pfizer/BioNTech,Ministry of Health,https://news.kuwaittimes.net/website/compliance-or-lockdown-virus-here-to-stay-till-judgment-day/
Kuwait,KWT,2021-01-22,,,,,1121.0,,,,262.0,Pfizer/BioNTech,Ministry of Health,https://news.kuwaittimes.net/website/compliance-or-lockdown-virus-here-to-stay-till-judgment-day/
Kuwait,KWT,2021-01-23,,,,,1121.0,,,,262.0,Pfizer/BioNTech,Ministry of Health,https://news.kuwaittimes.net/website/compliance-or-lockdown-virus-here-to-stay-till-judgment-day/
Kuwait,KWT,2021-01-24,,,,,1121.0,,,,262.0,Pfizer/BioNTech,Ministry of Health,https://news.kuwaittimes.net/website/compliance-or-lockdown-virus-here-to-stay-till-judgment-day/
Kuwait,KWT,2021-01-25,,,,,1121.0,,,,262.0,Pfizer/BioNTech,Ministry of Health,https://news.kuwaittimes.net/website/compliance-or-lockdown-virus-here-to-stay-till-judgment-day/
Kuwait,KWT,2021-01-26,35000.0,,,,1121.0,0.82,,,262.0,Pfizer/BioNTech,Ministry of Health,https://news.kuwaittimes.net/website/compliance-or-lockdown-virus-here-to-stay-till-judgment-day/
Kuwait,KWT,2021-01-27,,,,,1961.0,,,,459.0,Pfizer/BioNTech,Ministry of Health,https://news.kuwaittimes.net/website/compliance-or-lockdown-virus-here-to-stay-till-judgment-day/
Kuwait,KWT,2021-01-28,,,,,2800.0,,,,656.0,Pfizer/BioNTech,Ministry of Health,https://news.kuwaittimes.net/website/compliance-or-lockdown-virus-here-to-stay-till-judgment-day/
Kuwait,KWT,2021-01-29,,,,,3640.0,,,,852.0,Pfizer/BioNTech,Ministry of Health,https://news.kuwaittimes.net/website/compliance-or-lockdown-virus-here-to-stay-till-judgment-day/
Kuwait,KWT,2021-01-30,,,,,4480.0,,,,1049.0,Pfizer/BioNTech,Ministry of Health,https://news.kuwaittimes.net/website/compliance-or-lockdown-virus-here-to-stay-till-judgment-day/
Kuwait,KWT,2021-01-31,,,,,5320.0,,,,1246.0,Pfizer/BioNTech,Ministry of Health,https://news.kuwaittimes.net/website/compliance-or-lockdown-virus-here-to-stay-till-judgment-day/
Kuwait,KWT,2021-02-01,,,,,6160.0,,,,1442.0,Pfizer/BioNTech,Ministry of Health,https://news.kuwaittimes.net/website/compliance-or-lockdown-virus-here-to-stay-till-judgment-day/
Kuwait,KWT,2021-02-02,,,,,7000.0,,,,1639.0,Pfizer/BioNTech,Ministry of Health,https://news.kuwaittimes.net/website/compliance-or-lockdown-virus-here-to-stay-till-judgment-day/
Kuwait,KWT,2021-02-03,,,,,7000.0,,,,1639.0,Pfizer/BioNTech,Ministry of Health,https://news.kuwaittimes.net/website/compliance-or-lockdown-virus-here-to-stay-till-judgment-day/
Kuwait,KWT,2021-02-04,,,,,7000.0,,,,1639.0,Pfizer/BioNTech,Ministry of Health,https://news.kuwaittimes.net/website/compliance-or-lockdown-virus-here-to-stay-till-judgment-day/
Kuwait,KWT,2021-02-05,,,,,7000.0,,,,1639.0,Pfizer/BioNTech,Ministry of Health,https://news.kuwaittimes.net/website/compliance-or-lockdown-virus-here-to-stay-till-judgment-day/
Kuwait,KWT,2021-02-06,,,,,7000.0,,,,1639.0,Pfizer/BioNTech,Ministry of Health,https://news.kuwaittimes.net/website/compliance-or-lockdown-virus-here-to-stay-till-judgment-day/
Kuwait,KWT,2021-02-07,,,,,7000.0,,,,1639.0,Pfizer/BioNTech,Ministry of Health,https://news.kuwaittimes.net/website/compliance-or-lockdown-virus-here-to-stay-till-judgment-day/
Kuwait,KWT,2021-02-08,,,,,7000.0,,,,1639.0,Pfizer/BioNTech,Ministry of Health,https://news.kuwaittimes.net/website/compliance-or-lockdown-virus-here-to-stay-till-judgment-day/
Kuwait,KWT,2021-02-09,,,,,7000.0,,,,1639.0,Pfizer/BioNTech,Ministry of Health,https://news.kuwaittimes.net/website/compliance-or-lockdown-virus-here-to-stay-till-judgment-day/
Kuwait,KWT,2021-02-10,,,,,7000.0,,,,1639.0,Pfizer/BioNTech,Ministry of Health,https://news.kuwaittimes.net/website/compliance-or-lockdown-virus-here-to-stay-till-judgment-day/
Kuwait,KWT,2021-02-11,,,,,7000.0,,,,1639.0,Pfizer/BioNTech,Ministry of Health,https://news.kuwaittimes.net/website/compliance-or-lockdown-virus-here-to-stay-till-judgment-day/
Kuwait,KWT,2021-02-12,,,,,7000.0,,,,1639.0,Pfizer/BioNTech,Ministry of Health,https://news.kuwaittimes.net/website/compliance-or-lockdown-virus-here-to-stay-till-judgment-day/
Kuwait,KWT,2021-02-13,,,,,7000.0,,,,1639.0,Pfizer/BioNTech,Ministry of Health,https://news.kuwaittimes.net/website/compliance-or-lockdown-virus-here-to-stay-till-judgment-day/
Kuwait,KWT,2021-02-14,,,,,7000.0,,,,1639.0,Pfizer/BioNTech,Ministry of Health,https://news.kuwaittimes.net/website/compliance-or-lockdown-virus-here-to-stay-till-judgment-day/
Kuwait,KWT,2021-02-15,175000.0,137000.0,38000.0,,7000.0,4.1,3.21,0.89,1639.0,Pfizer/BioNTech,Ministry of Health,https://news.kuwaittimes.net/website/compliance-or-lockdown-virus-here-to-stay-till-judgment-day/
Latvia,LVA,2020-12-28,,595.0,,,,,0.03,,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,2020-12-29,,1468.0,,,,,0.08,,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,2020-12-30,,2259.0,,,,,0.12,,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,2021-01-04,,2958.0,,,,,0.16,,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,2021-01-05,,3847.0,,,,,0.2,,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,2021-01-06,,4623.0,,,,,0.25,,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,2021-01-07,,5431.0,,,,,0.29,,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,2021-01-08,,6335.0,,,,,0.34,,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,2021-01-09,,6640.0,,,,,0.35,,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,2021-01-10,,6976.0,,,,,0.37,,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,2021-01-11,,8342.0,,,,,0.44,,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,2021-01-12,,9969.0,,,,,0.53,,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,2021-01-13,,11480.0,,,,,0.61,,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,2021-01-14,,13302.0,,,,,0.71,,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,2021-01-15,,15174.0,,,,,0.8,,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,2021-01-16,,15840.0,,,,,0.84,,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,2021-01-17,,15957.0,,,,,0.85,,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,2021-01-18,16801.0,16230.0,571.0,,,0.89,0.86,0.03,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,2021-01-19,17677.0,16302.0,1375.0,876.0,125.0,0.94,0.86,0.07,66.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,2021-01-20,18447.0,16321.0,2126.0,770.0,235.0,0.98,0.87,0.11,125.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,2021-01-21,18726.0,16587.0,2139.0,279.0,275.0,0.99,0.88,0.11,146.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,2021-01-22,18941.0,16785.0,2156.0,215.0,306.0,1.0,0.89,0.11,162.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,2021-01-23,,16911.0,,,343.0,,0.9,,182.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,2021-01-24,,,,,381.0,,,,202.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,2021-01-25,19734.0,16930.0,2804.0,,419.0,1.05,0.9,0.15,222.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,2021-01-26,20582.0,16960.0,3622.0,848.0,415.0,1.09,0.9,0.19,220.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,2021-01-27,21400.0,17041.0,4359.0,818.0,422.0,1.13,0.9,0.23,224.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,2021-01-28,22179.0,17070.0,5109.0,779.0,493.0,1.18,0.9,0.27,261.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,2021-01-29,23141.0,17122.0,6019.0,962.0,600.0,1.23,0.91,0.32,318.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,2021-01-30,23449.0,17126.0,6323.0,308.0,606.0,1.24,0.91,0.34,321.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,2021-01-31,,,6657.0,,677.0,,,0.35,359.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,2021-02-01,24970.0,17139.0,7831.0,,748.0,1.32,0.91,0.42,397.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,2021-02-02,26778.0,17274.0,9504.0,1808.0,885.0,1.42,0.92,0.5,469.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,2021-02-03,28397.0,17514.0,10883.0,1619.0,1000.0,1.51,0.93,0.58,530.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,2021-02-04,29900.0,17654.0,12246.0,1503.0,1103.0,1.59,0.94,0.65,585.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,2021-02-05,31567.0,17815.0,13752.0,1667.0,1204.0,1.67,0.94,0.73,638.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,2021-02-06,32133.0,17824.0,14309.0,566.0,1241.0,1.7,0.94,0.76,658.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,2021-02-07,32258.0,17826.0,14432.0,125.0,1150.0,1.71,0.95,0.77,610.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,2021-02-08,32669.0,18082.0,14587.0,411.0,1100.0,1.73,0.96,0.77,583.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,2021-02-09,32853.0,18223.0,14630.0,184.0,868.0,1.74,0.97,0.78,460.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,2021-02-10,33477.0,18650.0,14827.0,624.0,726.0,1.77,0.99,0.79,385.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,2021-02-11,35259.0,19752.0,15507.0,1782.0,766.0,1.87,1.05,0.82,406.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,2021-02-12,36987.0,20926.0,16061.0,1728.0,774.0,1.96,1.11,0.85,410.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,2021-02-13,37388.0,21150.0,16238.0,401.0,751.0,1.98,1.12,0.86,398.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,2021-02-14,37409.0,21151.0,16258.0,21.0,736.0,1.98,1.12,0.86,390.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,2021-02-15,38279.0,21867.0,16412.0,870.0,801.0,2.03,1.16,0.87,425.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,2021-02-16,39658.0,23170.0,16488.0,1379.0,972.0,2.1,1.23,0.87,515.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,2021-02-17,41649.0,24982.0,16667.0,1991.0,1167.0,2.21,1.32,0.88,619.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,2021-02-18,43191.0,26472.0,16719.0,1542.0,1133.0,2.29,1.4,0.89,601.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,2021-02-19,44514.0,27739.0,16775.0,1323.0,1075.0,2.36,1.47,0.89,570.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,2021-02-20,45284.0,28491.0,16793.0,770.0,1128.0,2.4,1.51,0.89,598.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,2021-02-21,,29299.0,,,1310.0,,1.55,,695.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,2021-02-22,47874.0,31050.0,16824.0,,1371.0,2.54,1.65,0.89,727.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,2021-02-23,50247.0,33394.0,16853.0,2373.0,1513.0,2.66,1.77,0.89,802.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,2021-02-24,54535.0,37650.0,16885.0,4288.0,1841.0,2.89,2.0,0.9,976.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,2021-02-25,58663.0,41736.0,16927.0,4128.0,2210.0,3.11,2.21,0.9,1172.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,2021-02-26,61937.0,44929.0,17008.0,3274.0,2489.0,3.28,2.38,0.9,1320.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,2021-02-27,62512.0,45495.0,17017.0,575.0,2461.0,3.31,2.41,0.9,1305.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,2021-02-28,62639.0,45621.0,17018.0,127.0,2294.0,3.32,2.42,0.9,1216.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,2021-03-01,64319.0,47075.0,17244.0,1680.0,2349.0,3.41,2.5,0.91,1245.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,2021-03-02,66244.0,48709.0,17535.0,1925.0,2285.0,3.51,2.58,0.93,1211.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Lebanon,LBN,2021-02-13,0.0,,,,,0.0,,,,Pfizer/BioNTech,Government of Lebanon,https://impact.cib.gov.lb/home/dashboard/vaccine
Lebanon,LBN,2021-02-14,48.0,,,48.0,48.0,0.0,,,7.0,Pfizer/BioNTech,Government of Lebanon,https://impact.cib.gov.lb/home/dashboard/vaccine
Lebanon,LBN,2021-02-15,1280.0,,,1232.0,640.0,0.02,,,94.0,Pfizer/BioNTech,Government of Lebanon,https://impact.cib.gov.lb/home/dashboard/vaccine
Lebanon,LBN,2021-02-16,3266.0,,,1986.0,1089.0,0.05,,,160.0,Pfizer/BioNTech,Government of Lebanon,https://impact.cib.gov.lb/home/dashboard/vaccine
Lebanon,LBN,2021-02-17,5932.0,,,2666.0,1483.0,0.09,,,217.0,Pfizer/BioNTech,Government of Lebanon,https://impact.cib.gov.lb/home/dashboard/vaccine
Lebanon,LBN,2021-02-18,9605.0,,,3673.0,1921.0,0.14,,,281.0,Pfizer/BioNTech,Government of Lebanon,https://impact.cib.gov.lb/home/dashboard/vaccine
Lebanon,LBN,2021-02-19,13329.0,,,3724.0,2222.0,0.2,,,326.0,Pfizer/BioNTech,Government of Lebanon,https://impact.cib.gov.lb/home/dashboard/vaccine
Lebanon,LBN,2021-02-20,13329.0,,,0.0,1904.0,0.2,,,279.0,Pfizer/BioNTech,Government of Lebanon,https://impact.cib.gov.lb/home/dashboard/vaccine
Lebanon,LBN,2021-02-21,13329.0,,,0.0,1897.0,0.2,,,278.0,Pfizer/BioNTech,Government of Lebanon,https://impact.cib.gov.lb/home/dashboard/vaccine
Lebanon,LBN,2021-02-22,18031.0,,,4702.0,2393.0,0.26,,,351.0,Pfizer/BioNTech,Government of Lebanon,https://impact.cib.gov.lb/home/dashboard/vaccine
Lebanon,LBN,2021-02-23,21575.0,,,3544.0,2616.0,0.32,,,383.0,Pfizer/BioNTech,Government of Lebanon,https://impact.cib.gov.lb/home/dashboard/vaccine
Lebanon,LBN,2021-02-24,25393.0,,,3818.0,2780.0,0.37,,,407.0,Pfizer/BioNTech,Government of Lebanon,https://impact.cib.gov.lb/home/dashboard/vaccine
Lebanon,LBN,2021-02-25,29820.0,,,4427.0,2888.0,0.44,,,423.0,Pfizer/BioNTech,Government of Lebanon,https://impact.cib.gov.lb/home/dashboard/vaccine
Lebanon,LBN,2021-02-26,34991.0,,,5171.0,3095.0,0.51,,,453.0,Pfizer/BioNTech,Government of Lebanon,https://impact.cib.gov.lb/home/dashboard/vaccine
Lebanon,LBN,2021-02-27,34991.0,,,0.0,3095.0,0.51,,,453.0,Pfizer/BioNTech,Government of Lebanon,https://impact.cib.gov.lb/home/dashboard/vaccine
Lebanon,LBN,2021-02-28,34991.0,,,0.0,3095.0,0.51,,,453.0,Pfizer/BioNTech,Government of Lebanon,https://impact.cib.gov.lb/home/dashboard/vaccine
Lebanon,LBN,2021-03-01,40593.0,,,5602.0,3223.0,0.59,,,472.0,Pfizer/BioNTech,Government of Lebanon,https://impact.cib.gov.lb/home/dashboard/vaccine
Lebanon,LBN,2021-03-02,45859.0,,,5266.0,3469.0,0.67,,,508.0,Pfizer/BioNTech,Government of Lebanon,https://impact.cib.gov.lb/home/dashboard/vaccine
Liechtenstein,LIE,2021-02-03,833.0,,,,,2.18,,,,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL
Liechtenstein,LIE,2021-02-04,,,,,26.0,,,,682.0,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL
